City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Ballina,AU,-28.8667,153.5667,77.0,57,90,10.36,overcast clouds
461,Kloulklubed,PW,7.0419,134.2556,86.0,74,75,8.05,moderate rain
462,Huarmey,PE,-10.0681,-78.1522,70.84,83,90,7.2,overcast clouds
463,Korcula,HR,42.9622,17.1369,39.2,93,90,3.44,light rain
464,Wairoa,NZ,-39.0333,177.3667,73.0,41,58,5.01,broken clouds
465,Verkhnevilyuysk,RU,63.4453,120.3167,-44.34,78,100,5.44,overcast clouds
466,Luena,AO,-11.7833,19.9167,60.57,86,100,4.29,overcast clouds
467,Jian,CN,27.1172,114.9793,61.16,58,64,3.89,broken clouds
468,Rizhao,CN,35.4275,119.4553,50.11,65,93,4.27,overcast clouds
469,Cape Canaveral,US,28.4058,-80.6048,57.99,90,53,3.49,broken clouds
470,Alyangula,AU,-13.8483,136.4192,87.8,70,100,9.22,overcast clouds
471,Tocopilla,CL,-22.092,-70.1979,67.71,63,0,4.27,clear sky
472,Aleksandrov Gay,RU,50.147,48.5704,-10.07,89,0,7.31,clear sky
473,Kabompo,ZM,-13.5927,24.2008,65.39,98,100,3.58,light rain
474,Pictou,CA,45.6834,-62.7153,21.2,53,44,8.05,scattered clouds
475,Makakilo City,US,21.3469,-158.0858,80.6,50,1,6.91,clear sky
476,Ambilobe,MG,-13.2,49.05,76.96,88,100,1.7,overcast clouds
477,Konstantinovka,RU,49.6167,127.9833,-9.53,82,46,2.8,scattered clouds
478,Ola,RU,59.5833,151.2833,-5.24,78,9,4.85,clear sky
479,Yar-Sale,RU,66.8333,70.8333,-26.3,86,100,13.0,overcast clouds
480,Yeniseysk,RU,58.4497,92.1703,-23.73,85,100,3.67,overcast clouds
481,Zyryanka,RU,65.75,150.85,-43.46,80,55,1.01,broken clouds
482,Lere,NG,10.387,8.5726,59.47,33,1,9.57,clear sky
483,Jamame,SO,0.0722,42.7506,78.85,79,97,9.8,overcast clouds
484,Muzhi,RU,65.3667,64.6667,-15.56,88,100,15.57,light snow
485,Wawa,NG,9.9022,4.4192,68.25,28,16,6.29,few clouds
486,Soyo,AO,-6.1349,12.3689,79.09,82,92,8.23,overcast clouds
487,Marsh Harbour,BS,26.5412,-77.0636,69.26,57,10,11.59,clear sky
488,Bontang,ID,0.1333,117.5,83.89,76,35,6.02,scattered clouds
489,Hamburg,DE,53.55,10.0,50.0,71,0,18.41,clear sky
490,Neubrandenburg,DE,53.5667,13.2667,41.0,70,92,5.99,overcast clouds
491,Marsabit,KE,2.3284,37.9899,63.75,67,100,13.47,overcast clouds
492,Minot,US,48.2325,-101.2963,32.0,55,1,25.32,clear sky
493,Muros,ES,42.7762,-9.0603,55.0,89,83,7.0,broken clouds
494,Morondava,MG,-20.2833,44.2833,80.46,85,94,6.53,overcast clouds
495,Mozarlandia,BR,-14.7447,-50.5706,72.54,83,92,2.57,light rain
496,Rovaniemi,FI,66.5,25.7167,3.2,85,0,12.66,clear sky
497,Ust-Nera,RU,64.5667,143.2,-17.82,71,100,0.72,overcast clouds
498,Popondetta,PG,-8.7537,148.2534,84.07,81,100,3.71,moderate rain
499,Svencionys,LT,55.15,26.1667,32.92,98,100,8.88,light snow
500,Wellington,NZ,-41.2866,174.7756,66.2,59,62,18.41,broken clouds
501,Ulladulla,AU,-35.35,150.4667,81.0,47,20,13.8,few clouds
502,Hohhot,CN,40.8106,111.6522,24.8,39,0,2.24,clear sky
503,Ilo,PE,-17.6394,-71.3375,70.18,81,66,4.52,broken clouds
504,Olenino,RU,56.2092,33.4889,11.57,96,100,9.15,snow
505,Shilovo,RU,54.3204,40.874,-0.83,91,69,7.78,broken clouds
506,Jumla,NP,29.2747,82.1838,50.52,29,0,4.38,clear sky
507,Qostanay,KZ,53.1667,63.5833,-14.8,76,0,6.71,clear sky
508,Flin Flon,CA,54.7682,-101.865,2.14,92,100,10.56,overcast clouds
509,Necochea,AR,-38.5473,-58.7368,74.48,44,0,17.0,clear sky
510,Antofagasta,CL,-23.65,-70.4,64.4,88,40,11.5,scattered clouds
511,Lazaro Cardenas,MX,17.9583,-102.2,75.18,78,52,4.59,broken clouds
512,Male,MV,4.1748,73.5089,84.2,74,20,4.61,few clouds
513,Palana,RU,59.1167,159.9667,-14.37,91,20,4.59,few clouds
514,Kungurtug,RU,50.5994,97.5228,12.79,88,0,1.48,light snow
515,Mpulungu,ZM,-8.7623,31.1141,71.64,77,100,0.96,light rain
516,Isla Vista,US,34.4133,-119.861,62.6,29,1,5.75,clear sky
517,Minas,UY,-34.3759,-55.2377,68.0,94,20,11.5,few clouds
518,Iquitos,PE,-3.7481,-73.2472,73.4,100,75,2.3,broken clouds
519,Tarko-Sale,RU,64.9225,77.785,-32.24,84,28,9.82,scattered clouds
520,Cuxhaven,DE,53.8718,8.6909,48.2,66,96,18.41,overcast clouds
521,Williams Lake,CA,52.1415,-122.1445,21.2,68,40,3.44,scattered clouds
522,Nizhniy Baskunchak,RU,48.2198,46.8311,1.18,92,15,8.05,few clouds
523,Bonavista,CA,48.6499,-53.1147,26.01,73,26,8.05,scattered clouds
524,Beringovskiy,RU,63.05,179.3167,2.55,93,100,21.5,light snow
525,Rocha,UY,-34.4833,-54.3333,62.67,94,0,4.74,clear sky
526,Abha,SA,18.2164,42.5053,51.8,66,0,4.61,clear sky
527,Bahia Honda,CU,22.9036,-83.1592,67.1,79,10,10.4,clear sky
528,Murindo,CO,6.9848,-76.7544,74.28,94,100,2.35,moderate rain
529,Praia Da Vitoria,PT,38.7333,-27.0667,62.6,77,20,10.65,few clouds
530,Bartica,GY,6.4,-58.6167,73.4,94,20,4.61,few clouds
531,Rantepao,ID,-2.9701,119.8978,83.95,56,99,2.24,light rain
532,Keetmanshoop,NA,-26.5833,18.1333,79.09,44,1,1.95,clear sky
533,Ambon,ID,-3.6954,128.1814,91.4,70,40,10.36,scattered clouds
534,Biltine,TD,14.5333,20.9167,58.15,33,0,16.78,clear sky
535,Bulolo,PG,-7.2,146.65,84.16,61,100,2.17,moderate rain
536,Taltal,CL,-25.4,-70.4833,64.53,72,3,3.83,clear sky
537,Warri,NG,5.5167,5.75,75.6,91,0,0.98,clear sky
538,Guiratinga,BR,-16.3494,-53.7583,71.17,86,100,3.27,light rain
539,Walvis Bay,NA,-22.9575,14.5053,68.0,88,84,3.44,broken clouds
540,Ravar,IR,31.2656,56.8055,54.68,38,0,13.51,clear sky
541,Mouila,GA,-1.8685,11.0559,71.91,95,22,0.63,few clouds
542,Merrill,US,45.1805,-89.6835,32.0,69,1,13.8,clear sky
543,Hervey Bay,AU,-25.2986,152.8535,80.01,57,31,14.0,scattered clouds
544,Takaka,NZ,-40.85,172.8,60.01,80,47,5.99,scattered clouds
545,Panjab,AF,34.388,67.0233,17.13,55,99,3.0,overcast clouds
546,La Ronge,CA,55.1001,-105.2842,12.2,73,100,16.11,overcast clouds
547,Port Pirie,AU,-33.1833,138.0167,87.8,30,0,10.36,clear sky
548,Yangambi,CD,0.8102,24.4336,67.14,97,44,1.88,scattered clouds
549,Newport,GB,51.5877,-2.9984,42.01,93,28,3.0,scattered clouds
550,Balkhash,KZ,46.844,74.9804,24.8,93,90,8.95,snow
551,Diapaga,BF,12.0708,1.7889,66.58,24,0,10.16,clear sky
552,Formosa,AR,-26.1775,-58.1781,77.0,88,0,4.61,clear sky
553,San Policarpo,PH,12.1791,125.5072,84.0,73,41,8.46,scattered clouds
554,Gilbues,BR,-9.8317,-45.3439,74.08,70,56,2.64,broken clouds
555,Arauco,CL,-37.2463,-73.3175,55.4,100,90,5.75,mist
556,Vryburg,ZA,-26.9566,24.7284,73.94,57,72,16.08,broken clouds
557,Strathmore,CA,51.0501,-113.3852,24.8,58,0,17.27,clear sky
558,Magadan,RU,59.5667,150.8,-5.24,76,69,4.83,broken clouds
559,Fort Nelson,CA,58.8053,-122.7002,28.4,74,75,3.44,broken clouds
560,Tahta,EG,26.7693,31.5021,42.8,70,0,5.75,clear sky
561,Santa Cruz,BO,-17.8,-63.1667,73.4,83,75,3.44,broken clouds
562,Corrente,BR,-3.7367,-43.3394,72.14,98,100,0.92,moderate rain
563,Oum Hadjer,TD,13.2954,19.6966,55.31,36,0,8.23,clear sky
564,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,62.17,94,7,4.65,clear sky
565,Suntar,RU,62.1444,117.6319,-47.69,75,89,3.85,overcast clouds
566,Cervo,ES,43.6702,-7.4101,48.99,96,85,10.0,overcast clouds
567,San Jose,US,37.3394,-121.895,55.4,33,1,0.98,clear sky
568,Pangnirtung,CA,66.1451,-65.7125,23.09,92,100,2.3,overcast clouds
569,Segou,ML,13.4317,-6.2157,67.26,24,0,10.18,clear sky
570,Kununurra,AU,-15.7667,128.7333,77.0,100,75,13.8,broken clouds
571,Isangel,VU,-19.55,169.2667,82.4,83,90,12.35,overcast clouds
572,Sikasso,ML,10.9167,-7.0,67.08,24,0,5.55,clear sky
573,Hay River,CA,60.8156,-115.7999,10.4,79,97,4.61,overcast clouds
574,Luba,GQ,3.4568,8.5547,78.67,81,100,5.5,overcast clouds
575,Caibarien,CU,22.5206,-79.4669,60.8,94,1,3.44,clear sky
576,Aleysk,RU,52.4926,82.7822,22.84,97,100,10.78,overcast clouds
577,Emerald,AU,-23.5333,148.1667,91.4,33,0,13.8,clear sky
578,Yanam,IN,16.7333,82.2167,78.8,73,0,4.61,mist
579,Santa Rosa,PH,14.3122,121.1114,87.8,66,75,4.61,broken clouds
580,Udachnyy,RU,66.4167,112.4,-56.2,53,58,2.3,broken clouds
581,Corbu,RO,44.3833,28.65,27.0,100,0,6.91,clear sky
582,Esso,RU,55.9333,158.7,1.6,86,6,1.86,clear sky
583,Coihaique,CL,-45.5752,-72.0662,64.4,72,90,3.44,light rain
584,Nome,US,64.5011,-165.4064,19.4,79,90,14.97,overcast clouds
585,Pampas,PE,-12.4,-74.9,49.35,83,99,5.41,overcast clouds
586,Quatre Cocos,MU,-20.2078,57.7625,82.99,83,75,6.91,broken clouds
587,Aasiaat,GL,68.7098,-52.8699,18.97,86,11,3.18,few clouds
588,Borger,NL,52.9233,6.7931,52.0,73,94,14.0,overcast clouds
589,Yurginskoye,RU,56.8189,67.3921,-0.81,92,100,9.4,overcast clouds
590,Nuuk,GL,64.1835,-51.7216,26.6,74,40,3.44,scattered clouds
591,Urumqi,CN,43.801,87.6005,21.2,68,41,4.47,smoke
592,Chunskiy,RU,56.0815,99.6342,-18.13,86,20,1.99,few clouds
593,La Asuncion,VE,11.0333,-63.8628,75.04,87,91,10.04,overcast clouds
594,Abu Dhabi,AE,24.4667,54.3667,59.0,100,90,3.44,fog
595,Buala,SB,-8.145,159.5921,84.11,70,85,7.76,overcast clouds
596,Nyurba,RU,63.2842,118.3319,-47.6,76,100,4.92,overcast clouds
597,Cururupu,BR,-1.8283,-44.8683,75.06,93,100,2.19,moderate rain
598,La Cumbre,AR,-30.982,-64.4914,64.0,82,0,6.91,clear sky
599,Eyl,SO,7.9803,49.8164,74.55,76,38,17.0,scattered clouds
600,Miramar,US,25.9873,-80.2323,62.6,88,1,3.44,clear sky
601,Karasjok,NO,69.4719,25.5112,-11.2,77,75,4.14,light snow
602,Araouane,ML,18.9048,-3.5265,62.28,24,15,10.51,few clouds
603,Semey,KZ,50.4111,80.2275,24.8,93,90,4.47,mist
604,Lucelia,BR,-21.7203,-51.0189,73.08,85,100,7.81,overcast clouds
605,Anshun,CN,26.25,105.9333,42.53,91,100,9.15,overcast clouds
606,Henties Bay,NA,-22.116,14.2845,68.0,88,99,1.99,overcast clouds
607,Shirokiy,RU,49.758,129.523,-12.32,87,0,9.13,clear sky
608,Buturlinovka,RU,50.8239,40.6092,-5.3,90,0,6.42,clear sky
609,Komsomolskiy,UZ,40.4272,71.7189,33.8,80,0,4.61,clear sky
610,Korem,ET,12.5058,39.5228,45.84,89,1,1.19,clear sky
611,Yatou,CN,37.15,122.3833,43.38,98,100,2.53,overcast clouds
612,Talara,PE,-4.5772,-81.2719,72.84,77,90,11.03,overcast clouds
613,Mashhad,IR,36.297,59.6062,39.2,60,40,6.91,scattered clouds
614,Raahe,FI,64.6833,24.4833,15.8,73,90,17.27,light snow
615,Sampit,ID,-2.5333,112.95,90.28,55,100,4.38,overcast clouds
616,Tremedal,BR,-14.9758,-41.4108,64.53,92,5,2.75,clear sky
617,Auki,SB,-8.7676,160.7034,82.9,78,98,8.99,light rain
618,Ngunguru,NZ,-35.6167,174.5,70.0,53,91,8.01,overcast clouds
619,Tolaga Bay,NZ,-38.3667,178.3,70.03,45,61,11.79,broken clouds
620,Soverato,IT,38.685,16.5499,42.01,87,8,8.05,clear sky
621,Mercedes,AR,-34.6515,-59.4307,73.99,69,0,1.01,clear sky
622,Aku,NG,6.7081,7.3167,68.2,28,68,1.92,broken clouds
623,Khobi,GE,42.3156,41.8987,33.8,93,75,6.91,light snow
624,Qandala,SO,11.472,49.8728,71.82,64,15,3.11,few clouds
625,Tuburan,PH,6.6439,122.2736,86.0,74,75,10.36,broken clouds
626,Gimbi,ET,9.1667,35.8333,52.47,63,74,1.34,broken clouds
627,Sterling,US,39.0062,-77.4286,28.0,80,1,3.44,clear sky
628,Komsomolets,KZ,53.7453,62.0708,-10.43,87,0,8.9,clear sky
629,Taylor,US,32.3001,-99.8337,45.0,93,1,12.66,clear sky
630,Nayoro,JP,44.3506,142.4578,33.33,92,100,20.33,light snow
631,Kavaratti,IN,10.5669,72.642,81.84,72,0,11.74,clear sky
632,Kizlyar,RU,43.8469,46.715,22.6,96,88,5.12,overcast clouds
633,Kiruna,SE,67.8557,20.2251,3.2,92,90,4.21,light snow
634,Volzhsk,RU,55.8664,48.3594,12.2,85,75,6.71,light snow
635,Vanersborg,SE,58.3807,12.3234,39.99,93,90,13.8,overcast clouds
636,Multan,PK,30.1956,71.4753,51.8,87,0,3.58,mist
637,Zasechnoye,RU,53.1092,45.0764,0.97,93,95,7.76,overcast clouds
638,Roslavl,RU,53.9528,32.8639,12.79,96,100,13.06,snow
639,Paso De Carrasco,UY,-34.8603,-56.0522,68.0,73,0,5.75,clear sky
640,Totness,SR,5.8833,-56.3167,76.51,83,65,9.46,broken clouds
641,Aconibe,GQ,1.2968,10.9369,66.16,99,86,1.83,overcast clouds
642,Ponta Delgada,PT,37.7333,-25.6667,62.01,100,75,13.8,mist
643,Sakakah,SA,29.9697,40.2064,37.4,81,0,6.91,clear sky
644,Blackwater,AU,-23.5833,148.8833,90.75,30,0,13.0,clear sky
645,Awbari,LY,26.5921,12.7805,43.74,61,0,9.22,clear sky
646,Rognan,NO,67.0953,15.3878,23.0,54,0,37.98,clear sky
647,Denpasar,ID,-8.65,115.2167,84.2,74,20,9.22,few clouds
648,Basco,PH,20.4487,121.9702,76.62,89,100,20.11,overcast clouds
649,Burns Lake,CA,54.2331,-125.7533,3.2,85,85,2.3,overcast clouds
650,Nata,PA,8.3333,-80.5167,75.99,50,59,8.7,broken clouds
651,Mulchen,CL,-37.7167,-72.2333,64.18,67,0,6.24,clear sky
652,Russell,US,32.3502,-85.1999,51.8,40,1,3.44,clear sky
653,Rio Grande,BR,-32.035,-52.0986,71.01,83,0,11.39,light rain
654,Itainopolis,BR,-7.4469,-41.4783,72.77,82,100,1.83,light rain
655,Ossora,RU,59.2353,163.0719,-9.45,84,55,6.73,broken clouds
656,Celestun,MX,20.8667,-90.4,71.67,83,0,13.94,clear sky
657,Vrangel,RU,42.7297,133.0839,32.22,89,81,7.29,broken clouds
658,Dukat,RU,62.55,155.55,-27.33,84,28,4.14,scattered clouds
659,Kitgum,UG,3.2783,32.8867,69.4,41,100,0.65,overcast clouds
660,Sechura,PE,-5.5569,-80.8222,74.34,70,98,11.97,overcast clouds
661,Isla Mujeres,MX,21.2311,-86.731,75.2,69,40,8.05,scattered clouds
662,Chilca,PE,-12.5211,-76.7372,73.0,78,0,12.66,clear sky
663,Egvekinot,RU,66.3167,-179.1667,-14.49,85,99,15.97,overcast clouds
664,Bella Union,UY,-30.2752,-57.6007,72.86,68,71,10.27,broken clouds
665,Ziro,IN,27.6333,93.8333,59.0,100,90,3.44,overcast clouds
666,Kolokani,ML,13.5728,-8.0339,67.19,24,0,10.89,clear sky
667,Gondar,ET,12.6,37.4667,52.99,75,1,6.67,clear sky
668,College,US,64.8569,-147.8028,17.01,79,75,5.75,broken clouds
669,Sao Jose De Ribamar,BR,-2.5619,-44.0542,75.2,88,0,6.91,clear sky
670,Lashio,MM,22.9333,97.75,71.85,39,0,0.87,clear sky
671,Qinzhou,CN,21.95,108.6167,73.76,60,71,5.19,broken clouds
672,Honggang,CN,46.4667,124.8667,13.05,85,17,2.13,few clouds
673,Prado,BR,-17.3411,-39.2208,74.5,86,25,4.25,scattered clouds
674,San Carlos De Bariloche,AR,-41.1456,-71.3082,57.2,77,0,6.91,clear sky
675,Brasilia,BR,-15.7797,-47.9297,71.6,68,0,2.3,clear sky
676,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,12.2,73,42,20.71,scattered clouds
677,Alakurtti,RU,66.9672,30.3491,-0.22,91,87,2.19,overcast clouds
678,Narsaq,GL,60.9167,-46.05,37.4,25,88,17.27,overcast clouds
679,Sorland,NO,67.667,12.6934,27.84,92,97,27.94,overcast clouds
680,Kailua,US,21.4022,-157.7394,78.8,69,75,10.36,light rain
681,Darlowo,PL,54.421,16.4107,39.0,75,99,17.13,overcast clouds
682,Llanes,ES,43.4198,-4.7549,57.0,61,77,14.41,broken clouds
683,Ganzhou,CN,28.8184,115.4327,59.52,59,91,5.19,overcast clouds
684,Sabha,LY,27.0377,14.4283,42.98,63,0,9.86,clear sky
685,Filingue,NE,14.3521,3.3168,64.24,27,0,11.95,clear sky
686,Bocas Del Toro,PA,9.3333,-82.25,64.99,74,26,7.0,moderate rain
687,Zanjan,IR,36.6736,48.4787,21.2,93,90,21.85,light snow
688,Mareeba,AU,-17.0,145.4333,87.8,66,90,19.57,overcast clouds
689,Bardiyah,LY,31.7561,25.0865,50.04,63,2,4.52,clear sky
690,Axim,GH,4.8699,-2.2405,77.85,89,27,4.32,scattered clouds
691,Alad,PH,12.6168,122.2475,80.65,82,93,5.53,overcast clouds
692,Plovdiv,BG,42.15,24.75,24.8,93,39,4.61,scattered clouds
